PlotObservationID	GIVD_ID	Dataset	Continent	Country	Biome	Date_of_recording	Latitude	Longitude	Location_uncertainty	Releve_area	Plant_recorded	Elevation	Aspect	Slope	is_forest	ESY	Naturalness	Forest	Shrubland	Grassland	Wetland	Sparse_vegetation	Cover_total	Cover_tree_layer	Cover_shrub_layer	Cover_herb_layer	Cover_moss_layer	Cover_lichen_layer	Cover_algae_layer	Cover_litter_layer	Cover_bare_rocks	Cover_cryptogams	Cover_bare_soil	Height_trees_highest	Height_trees_lowest	Height_shrubs_highest	Height_shrubs_lowest	Height_herbs_average	Height_herbs_lowest	Height_herbs_highest	SoilClim_PC1	SoilClim_PC2	Resample_1	Resample_2	Resample_3	Resample_1_consensus
1004072	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.174103	19.70899	10	NA	Not specified	NA	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039	-1.078	TRUE	FALSE	FALSE	TRUE
1004097	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1994-01-01	42.609593	22.399889	10	NA	Not specified	NA	225	5	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.325	0.671	FALSE	FALSE	TRUE	TRUE
1004116	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	2002-01-01	42.726447	22.328734	10	100	Not specified	1250	90	10	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.527	1.359	FALSE	FALSE	TRUE	FALSE
1004190	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1985-01-01	45.149623	20.473846	10	25	Not specified	NA	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.071	-0.085	TRUE	FALSE	FALSE	TRUE
1004194	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1985-01-01	45.294717	20.65088	10	25	Not specified	NA	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.202	-0.149	FALSE	TRUE	FALSE	FALSE
1004210	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1977-01-01	42.987157	22.071587	10	NA	Not specified	250	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071	-0.313	FALSE	FALSE	TRUE	FALSE
1004214	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1977-01-01	42.983263	22.055829	10	NA	Not specified	250	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071	-0.313	FALSE	FALSE	TRUE	FALSE
1004296	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1958-06-01	44.706812	21.029277	10	100	Not specified	NA	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.045	0.171	FALSE	FALSE	TRUE	FALSE
1004299	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1957-06-01	44.006345	21.230312	10	100	Not specified	NA	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.11	0.053	FALSE	FALSE	TRUE	FALSE
1004305	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1959-06-01	44.52592	20.635785	10	100	Not specified	NA	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.344	0.491	FALSE	FALSE	TRUE	FALSE
1004314	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1971-01-01	44.84963	21.232528	10	NA	Not specified	91	NA	NA	FALSE	?	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114	-0.199	FALSE	TRUE	FALSE	FALSE
1004329	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1959-01-01	44.467986	19.909138	10	100	Not specified	106	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.09	0.523	FALSE	TRUE	FALSE	FALSE
1004386	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1957-01-01	44.313717	21.00379	10	100	Not specified	110	NA	NA	TRUE	?	Natural	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.161	0.412	TRUE	FALSE	FALSE	TRUE
1004392	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1957-01-01	44.272206	20.807234	10	100	Not specified	110	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.3	0.339	FALSE	FALSE	TRUE	FALSE
1004401	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1957-01-01	44.373996	20.910073	10	100	Not specified	110	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.18	0.318	TRUE	FALSE	FALSE	TRUE
1004406	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1957-01-01	44.384893	20.930561	10	100	Not specified	110	NA	NA	FALSE	E34b	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.235	0.361	FALSE	FALSE	TRUE	FALSE
1004430	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1979-01-01	43.031376	21.963418	10	NA	Not specified	230	360	0	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.099	-0.262	FALSE	TRUE	FALSE	FALSE
1004437	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1956-01-01	44.743463	20.329946	10	25	Not specified	76	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.078	0.269	FALSE	FALSE	TRUE	FALSE
1004449	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1956-01-01	44.706206	20.315348	10	25	Not specified	78	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.065	0.213	TRUE	FALSE	FALSE	TRUE
1004466	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1988-01-01	45.097537	21.451436	10	25	Not specified	NA	NA	NA	FALSE	?	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.384	0.552	FALSE	FALSE	TRUE	FALSE
1004550	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	45.574533	19.180161	10	25	Not specified	88	NA	NA	FALSE	?	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.153	-0.033	FALSE	TRUE	FALSE	FALSE
1004554	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	45.560648	19.184845	10	25	Not specified	88	NA	NA	FALSE	?	Natural	TRUE	FALSE	FALSE	TRUE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.153	-0.033	TRUE	FALSE	FALSE	TRUE
1004620	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1956-01-01	44.680866	20.200686	10	10	Not specified	73	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.097	0.447	TRUE	FALSE	FALSE	TRUE
1004647	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1983-01-01	42.96195	20.278105	10	100	Not specified	990	NA	0	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.773	1.375	FALSE	FALSE	TRUE	FALSE
1004769	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1992-01-01	45.040726	19.570989	10	25	Not specified	140	NA	NA	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.206	0.289	TRUE	FALSE	FALSE	TRUE
1004795	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1953-01-01	44.279907	20.233662	10	25	Not specified	150	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.071	0.434	TRUE	FALSE	FALSE	TRUE
1004856	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1983-01-01	45.300147	20.221989	10	25	Not specified	NA	360	NA	FALSE	E22	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.239	0.136	FALSE	FALSE	TRUE	FALSE
1004874	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1991-01-01	45.184062	21.429843	10	50	Not specified	135	90	NA	FALSE	E22	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.303	0.412	FALSE	FALSE	TRUE	FALSE
1004913	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1955-01-01	43.258343	20.852361	10	50	Not specified	1260	180	18	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.536	1.74	FALSE	FALSE	TRUE	FALSE
1004987	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1979-01-01	45.263026	20.272856	10	25	Not specified	NA	315	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.18	0.061	FALSE	TRUE	FALSE	FALSE
1005063	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1954-01-01	44.451473	20.545826	10	25	Not specified	300	203	15	FALSE	E21	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.382	0.82	FALSE	TRUE	FALSE	FALSE
1005166	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1972-01-01	44.666	22.395118	10	200	Not specified	100	360	35	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.499	1.193	FALSE	FALSE	TRUE	FALSE
1005267	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1975-07-01	43.759706	21.84295	10	100	Not specified	800	225	10	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.26	1.662	FALSE	FALSE	TRUE	FALSE
1005334	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1974-01-01	44.12185	20.011139	10	NA	Not specified	1050	NA	0	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.912	1.888	FALSE	TRUE	FALSE	FALSE
1005398	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1954-01-01	44.120155	20.507902	10	25	Not specified	630	225	10	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.631	1.406	FALSE	TRUE	FALSE	FALSE
1005412	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1967-01-01	43.99017	20.82735	10	100	Not specified	250	225	10	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.319	0.302	FALSE	TRUE	FALSE	FALSE
1005417	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1967-01-01	44.01542	20.807624	10	100	Not specified	250	225	10	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.31	0.34	TRUE	FALSE	FALSE	TRUE
1005458	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1986-01-01	45.084265	21.392452	10	25	Not specified	155	90	NA	FALSE	E12b!	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.312	0.441	FALSE	TRUE	FALSE	TRUE
1005481	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1988-01-01	45.176825	21.487157	10	50	Not specified	180	180	NA	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.212	0.41	TRUE	FALSE	FALSE	TRUE
1005496	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1974-06-14	42.869168	22.154418	10	NA	Not specified	700	NA	NA	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.4	0.203	FALSE	FALSE	TRUE	FALSE
1005575	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1988-01-01	45.142199	21.394387	10	50	Not specified	300	90	NA	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.305	0.605	FALSE	TRUE	FALSE	FALSE
1005610	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1954-06-20	44.223773	20.372882	10	25	Not specified	295	225	5	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.174	0.745	FALSE	FALSE	TRUE	FALSE
1005619	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1955-06-24	43.741044	20.64059	10	25	Not specified	210	NA	NA	FALSE	E21	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.14	0.42	FALSE	TRUE	FALSE	FALSE
1005642	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1960-01-01	44.825348	20.574581	10	100	Not specified	220	270	25	FALSE	E12b	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.236	0.63	FALSE	TRUE	FALSE	FALSE
1005646	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1960-01-01	44.817919	20.562027	10	100	Not specified	275	90	30	FALSE	E12b	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.236	0.63	FALSE	FALSE	TRUE	FALSE
1005659	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1960-01-01	44.817419	20.553631	10	100	Not specified	200	360	25	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.236	0.63	FALSE	TRUE	FALSE	FALSE
1005681	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1984-01-01	45.51188	20.025618	10	NA	Not specified	80	NA	NA	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.286	0	FALSE	FALSE	TRUE	FALSE
1005757	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1989-01-01	45.108391	19.955343	10	25	Not specified	171	270	NA	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.396	0.218	FALSE	TRUE	FALSE	FALSE
1005775	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1952-07-01	44.805776	21.359111	10	25	Not specified	NA	180	15	FALSE	E12b	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.123	0.495	FALSE	FALSE	TRUE	FALSE
1005777	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1952-06-01	44.801018	21.370018	10	25	Not specified	NA	360	12	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.123	0.495	FALSE	FALSE	TRUE	FALSE
1005818	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1949-07-01	44.746956	21.54708	10	25	Not specified	NA	315	7	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	-0.015	FALSE	FALSE	TRUE	FALSE
1005819	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1949-04-01	44.746956	21.54708	10	25	Not specified	NA	203	5	FALSE	E11d	Semi-natural	FALSE	FALSE	TRUE	FALSE	TRUE	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	-0.015	FALSE	TRUE	FALSE	FALSE
1005823	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1948-07-01	44.746956	21.54708	10	25	Not specified	NA	180	10	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	-0.015	TRUE	FALSE	FALSE	TRUE
1005859	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1950-06-24	44.918213	21.108888	10	25	Not specified	150	180	15	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.154	0.302	TRUE	FALSE	FALSE	TRUE
1005872	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1950-06-28	44.993892	21.000834	10	25	Not specified	150	NA	NA	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.055	0.016	TRUE	FALSE	FALSE	TRUE
1005873	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1951-04-26	44.992322	21.041871	10	25	Not specified	150	NA	NA	FALSE	E12b!	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.028	0.061	FALSE	FALSE	TRUE	FALSE
1005881	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1948-05-08	44.932832	21.073001	10	25	Not specified	87	NA	NA	FALSE	E11a!	Semi-natural	FALSE	FALSE	TRUE	FALSE	TRUE	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.017	-0.067	FALSE	TRUE	FALSE	FALSE
1005916	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1983-01-01	45.212905	20.307826	10	25	Not specified	130	180	NA	FALSE	E12b	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.198	0.002	TRUE	FALSE	FALSE	TRUE
1006002	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1953-05-01	43.784501	21.878637	10	100	Not specified	900	90	15	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35	1.834	FALSE	FALSE	TRUE	FALSE
1006020	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1983-01-01	45.162854	21.487708	10	25	Not specified	160	225	NA	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.261	0.275	FALSE	TRUE	FALSE	FALSE
1006025	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1983-01-01	45.194654	21.460484	10	25	Not specified	180	225	NA	FALSE	E12b	Natural	FALSE	FALSE	TRUE	FALSE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.212	0.41	FALSE	FALSE	TRUE	FALSE
1006058	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1959-01-01	43.799924	20.532661	10	NA	Not specified	NA	NA	NA	FALSE	E21	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.076	0.313	FALSE	FALSE	TRUE	FALSE
